"Statistic Label","Year","Percentile","Age Group","UNIT","VALUE"
"Annual Earnings","2013","35th percentile","30 - 39 years","€","28788"
"Annual Earnings","2013","35th percentile","40 - 49 years","€","29662"
"Annual Earnings","2013","35th percentile","50 - 59 years","€","27977"
"Annual Earnings","2013","35th percentile","60 years and over","€","18020"
"Annual Earnings","2013","40th percentile","15 - 24 years","€","13718"
"Annual Earnings","2013","40th percentile","15 years and over","€","28069"
"Annual Earnings","2013","40th percentile","25 - 29 years","€","24100"
"Annual Earnings","2013","40th percentile","30 - 39 years","€","30987"
"Annual Earnings","2013","40th percentile","40 - 49 years","€","32332"
"Annual Earnings","2013","40th percentile","50 - 59 years","€","30768"
"Annual Earnings","2013","40th percentile","60 years and over","€","20540"
"Annual Earnings","2013","45th percentile","15 - 24 years","€","14911"
"Annual Earnings","2013","45th percentile","15 years and over","€","30494"
"Annual Earnings","2013","45th percentile","25 - 29 years","€","25585"
"Annual Earnings","2013","45th percentile","30 - 39 years","€","33209"
"Annual Earnings","2013","45th percentile","40 - 49 years","€","35168"
"Annual Earnings","2013","45th percentile","50 - 59 years","€","33750"
"Annual Earnings","2013","45th percentile","60 years and over","€","23092"
"Annual Earnings","2013","50th percentile","15 - 24 years","€","16025"
"Annual Earnings","2013","50th percentile","15 years and over","€","33060"
"Annual Earnings","2013","50th percentile","25 - 29 years","€","27056"
"Annual Earnings","2013","50th percentile","30 - 39 years","€","35626"
"Annual Earnings","2013","50th percentile","40 - 49 years","€","38003"
"Annual Earnings","2013","50th percentile","50 - 59 years","€","36504"
"Annual Earnings","2013","50th percentile","60 years and over","€","25985"
"Annual Earnings","2013","55th percentile","15 - 24 years","€","17015"
"Annual Earnings","2013","55th percentile","15 years and over","€","35796"
"Annual Earnings","2013","55th percentile","25 - 29 years","€","28672"
"Annual Earnings","2013","55th percentile","30 - 39 years","€","38181"
"Annual Earnings","2013","55th percentile","40 - 49 years","€","41408"
"Annual Earnings","2013","55th percentile","50 - 59 years","€","39655"
"Annual Earnings","2013","55th percentile","60 years and over","€","28968"
"Annual Earnings","2013","60th percentile","15 - 24 years","€","18000"
"Annual Earnings","2013","60th percentile","15 years and over","€","38797"
"Annual Earnings","2013","60th percentile","25 - 29 years","€","30411"
"Annual Earnings","2013","60th percentile","30 - 39 years","€","40989"
"Annual Earnings","2013","60th percentile","40 - 49 years","€","45000"
"Annual Earnings","2013","60th percentile","50 - 59 years","€","42936"
"Annual Earnings","2013","60th percentile","60 years and over","€","31602"
"Annual Earnings","2013","65th percentile","15 - 24 years","€","19009"
"Annual Earnings","2013","65th percentile","15 years and over","€","42184"
"Annual Earnings","2013","65th percentile","25 - 29 years","€","32361"
"Annual Earnings","2013","65th percentile","30 - 39 years","€","44067"
"Annual Earnings","2013","65th percentile","40 - 49 years","€","49261"
"Annual Earnings","2013","65th percentile","50 - 59 years","€","47073"
"Annual Earnings","2013","65th percentile","60 years and over","€","34710"
"Annual Earnings","2013","70th percentile","15 - 24 years","€","20367"
"Annual Earnings","2013","70th percentile","15 years and over","€","45916"
"Annual Earnings","2013","70th percentile","25 - 29 years","€","34721"
"Annual Earnings","2013","70th percentile","30 - 39 years","€","47437"
"Annual Earnings","2013","70th percentile","40 - 49 years","€","54099"
"Annual Earnings","2013","70th percentile","50 - 59 years","€","52211"
"Annual Earnings","2013","70th percentile","60 years and over","€","37747"
"Annual Earnings","2013","75th percentile","15 - 24 years","€","21981"
"Annual Earnings","2013","75th percentile","15 years and over","€","50442"
"Annual Earnings","2013","75th percentile","25 - 29 years","€","37440"
"Annual Earnings","2013","75th percentile","30 - 39 years","€","50989"
"Annual Earnings","2013","75th percentile","40 - 49 years","€","58960"
"Annual Earnings","2013","75th percentile","50 - 59 years","€","57584"
"Annual Earnings","2013","75th percentile","60 years and over","€","41710"
"Annual Earnings","2013","80th percentile","15 - 24 years","€","23717"
"Annual Earnings","2013","80th percentile","15 years and over","€","55696"
"Annual Earnings","2013","80th percentile","25 - 29 years","€","40671"
"Annual Earnings","2013","80th percentile","30 - 39 years","€","54830"
"Annual Earnings","2013","80th percentile","40 - 49 years","€","64340"
"Annual Earnings","2013","80th percentile","50 - 59 years","€","63727"
"Annual Earnings","2013","80th percentile","60 years and over","€","47000"
"Annual Earnings","2013","85th percentile","15 - 24 years","€","25877"
"Annual Earnings","2013","85th percentile","15 years and over","€","61689"
"Annual Earnings","2013","85th percentile","25 - 29 years","€","43711"
"Annual Earnings","2013","85th percentile","30 - 39 years","€","59102"
"Annual Earnings","2013","85th percentile","40 - 49 years","€","71227"
"Annual Earnings","2013","85th percentile","50 - 59 years","€","70050"
"Annual Earnings","2013","85th percentile","60 years and over","€","54880"
"Annual Earnings","2013","90th percentile","15 - 24 years","€","29000"
"Annual Earnings","2013","90th percentile","15 years and over","€","70443"
"Annual Earnings","2013","90th percentile","25 - 29 years","€","47572"
"Annual Earnings","2013","90th percentile","30 - 39 years","€","65791"
"Annual Earnings","2013","90th percentile","40 - 49 years","€","82102"
"Annual Earnings","2013","90th percentile","50 - 59 years","€","79212"
"Annual Earnings","2013","90th percentile","60 years and over","€","65527"
"Annual Earnings","2013","95th percentile","15 - 24 years","€","34695"
"Annual Earnings","2013","95th percentile","15 years and over","€","87336"
"Annual Earnings","2013","95th percentile","25 - 29 years","€","54837"
"Annual Earnings","2013","95th percentile","30 - 39 years","€","79909"
"Annual Earnings","2013","95th percentile","40 - 49 years","€","106174"
"Annual Earnings","2013","95th percentile","50 - 59 years","€","98398"
"Annual Earnings","2013","95th percentile","60 years and over","€","83566"
"Annual Earnings","2014","5th percentile","15 - 24 years","€","5125"
"Annual Earnings","2014","5th percentile","15 years and over","€","8849"
"Annual Earnings","2014","5th percentile","25 - 29 years","€","10086"
"Annual Earnings","2014","5th percentile","30 - 39 years","€","11155"
"Annual Earnings","2014","5th percentile","40 - 49 years","€","10398"
"Annual Earnings","2014","5th percentile","50 - 59 years","€","9037"
"Annual Earnings","2014","5th percentile","60 years and over","€","5083"
"Annual Earnings","2014","10th percentile","15 - 24 years","€","6759"
"Annual Earnings","2014","10th percentile","15 years and over","€","12365"
"Annual Earnings","2014","10th percentile","25 - 29 years","€","13915"
"Annual Earnings","2014","10th percentile","30 - 39 years","€","16229"
"Annual Earnings","2014","10th percentile","40 - 49 years","€","14717"
"Annual Earnings","2014","10th percentile","50 - 59 years","€","12256"
"Annual Earnings","2014","10th percentile","60 years and over","€","7716"
"Annual Earnings","2014","15th percentile","15 - 24 years","€","8063"
"Annual Earnings","2014","15th percentile","15 years and over","€","15980"
"Annual Earnings","2014","15th percentile","25 - 29 years","€","16583"
"Annual Earnings","2014","15th percentile","30 - 39 years","€","19194"
"Annual Earnings","2014","15th percentile","40 - 49 years","€","18218"
"Annual Earnings","2014","15th percentile","50 - 59 years","€","16132"
"Annual Earnings","2014","15th percentile","60 years and over","€","10400"
"Annual Earnings","2014","20th percentile","15 - 24 years","€","9294"
"Annual Earnings","2014","20th percentile","15 years and over","€","18418"
"Annual Earnings","2014","20th percentile","25 - 29 years","€","18207"
"Annual Earnings","2014","20th percentile","30 - 39 years","€","21946"
"Annual Earnings","2014","20th percentile","40 - 49 years","€","21455"
"Annual Earnings","2014","20th percentile","50 - 59 years","€","19072"
"Annual Earnings","2014","20th percentile","60 years and over","€","11436"
"Annual Earnings","2014","25th percentile","15 - 24 years","€","10455"
"Annual Earnings","2014","25th percentile","15 years and over","€","20996"
"Annual Earnings","2014","25th percentile","25 - 29 years","€","19771"
"Annual Earnings","2014","25th percentile","30 - 39 years","€","24379"
"Annual Earnings","2014","25th percentile","40 - 49 years","€","24460"
"Annual Earnings","2014","25th percentile","50 - 59 years","€","22129"
"Annual Earnings","2014","25th percentile","60 years and over","€","14040"
"Annual Earnings","2014","30th percentile","15 - 24 years","€","11632"
"Annual Earnings","2014","30th percentile","15 years and over","€","23499"
"Annual Earnings","2014","30th percentile","25 - 29 years","€","21257"
"Annual Earnings","2014","30th percentile","30 - 39 years","€","26655"
"Annual Earnings","2014","30th percentile","40 - 49 years","€","27350"
"Annual Earnings","2014","30th percentile","50 - 59 years","€","25190"
"Annual Earnings","2014","30th percentile","60 years and over","€","16508"
"Annual Earnings","2014","35th percentile","15 - 24 years","€","12890"
"Annual Earnings","2014","35th percentile","15 years and over","€","25957"
"Annual Earnings","2014","35th percentile","25 - 29 years","€","22820"
"Annual Earnings","2014","35th percentile","30 - 39 years","€","28866"
"Annual Earnings","2014","35th percentile","40 - 49 years","€","30020"
"Annual Earnings","2014","35th percentile","50 - 59 years","€","28247"
"Annual Earnings","2014","35th percentile","60 years and over","€","18500"
"Annual Earnings","2014","40th percentile","15 - 24 years","€","14075"
"Annual Earnings","2014","40th percentile","15 years and over","€","28390"
"Annual Earnings","2014","40th percentile","25 - 29 years","€","24343"
"Annual Earnings","2014","40th percentile","30 - 39 years","€","30974"
"Annual Earnings","2014","40th percentile","40 - 49 years","€","32744"
"Annual Earnings","2014","40th percentile","50 - 59 years","€","30998"
"Annual Earnings","2014","40th percentile","60 years and over","€","21130"
"Annual Earnings","2014","45th percentile","15 - 24 years","€","15288"
"Annual Earnings","2014","45th percentile","15 years and over","€","30771"
"Annual Earnings","2014","45th percentile","25 - 29 years","€","25841"
"Annual Earnings","2014","45th percentile","30 - 39 years","€","33148"
"Annual Earnings","2014","45th percentile","40 - 49 years","€","35532"
"Annual Earnings","2014","45th percentile","50 - 59 years","€","33895"
"Annual Earnings","2014","45th percentile","60 years and over","€","23744"
"Annual Earnings","2014","50th percentile","15 - 24 years","€","16379"
"Annual Earnings","2014","50th percentile","15 years and over","€","33323"
"Annual Earnings","2014","50th percentile","25 - 29 years","€","27338"
"Annual Earnings","2014","50th percentile","30 - 39 years","€","35577"
"Annual Earnings","2014","50th percentile","40 - 49 years","€","38384"
"Annual Earnings","2014","50th percentile","50 - 59 years","€","36554"
"Annual Earnings","2014","50th percentile","60 years and over","€","26564"
"Annual Earnings","2014","55th percentile","15 - 24 years","€","17401"
"Annual Earnings","2014","55th percentile","15 years and over","€","35997"
"Annual Earnings","2014","55th percentile","25 - 29 years","€","28989"
"Annual Earnings","2014","55th percentile","30 - 39 years","€","38062"
"Annual Earnings","2014","55th percentile","40 - 49 years","€","41732"
